week,week_start,sku,demand
95,2026-04-20,KIT-008,37
96,2026-04-27,KIT-008,39
97,2026-05-04,KIT-008,41
98,2026-05-11,KIT-008,42
99,2026-05-18,KIT-008,34
100,2026-05-25,KIT-008,49
101,2026-06-01,KIT-008,45
102,2026-06-08,KIT-008,43
103,2026-06-15,KIT-008,38
104,2026-06-22,KIT-008,40
1,2024-07-01,KIT-009,21
2,2024-07-08,KIT-009,21
3,2024-07-15,KIT-009,15
4,2024-07-22,KIT-009,22
5,2024-07-29,KIT-009,29
6,2024-08-05,KIT-009,15
7,2024-08-12,KIT-009,24
8,2024-08-19,KIT-009,22
9,2024-08-26,KIT-009,21
10,2024-09-02,KIT-009,26
11,2024-09-09,KIT-009,18
12,2024-09-16,KIT-009,22
13,2024-09-23,KIT-009,27
14,2024-09-30,KIT-009,22
15,2024-10-07,KIT-009,21
16,2024-10-14,KIT-009,23
17,2024-10-21,KIT-009,22
18,2024-10-28,KIT-009,28
19,2024-11-04,KIT-009,20
20,2024-11-11,KIT-009,27
21,2024-11-18,KIT-009,20
22,2024-11-25,KIT-009,26
23,2024-12-02,KIT-009,24
24,2024-12-09,KIT-009,15
25,2024-12-16,KIT-009,25
26,2024-12-23,KIT-009,21
27,2024-12-30,KIT-009,24
28,2025-01-06,KIT-009,31
29,2025-01-13,KIT-009,21
30,2025-01-20,KIT-009,22
31,2025-01-27,KIT-009,31
32,2025-02-03,KIT-009,27
33,2025-02-10,KIT-009,32
34,2025-02-17,KIT-009,28
35,2025-02-24,KIT-009,24
36,2025-03-03,KIT-009,27
37,2025-03-10,KIT-009,32
38,2025-03-17,KIT-009,31
39,2025-03-24,KIT-009,28
40,2025-03-31,KIT-009,28
41,2025-04-07,KIT-009,28
42,2025-04-14,KIT-009,26
43,2025-04-21,KIT-009,37
44,2025-04-28,KIT-009,29
45,2025-05-05,KIT-009,24
46,2025-05-12,KIT-009,27
47,2025-05-19,KIT-009,33
48,2025-05-26,KIT-009,33
49,2025-06-02,KIT-009,29
50,2025-06-09,KIT-009,27
51,2025-06-16,KIT-009,31
52,2025-06-23,KIT-009,23
53,2025-06-30,KIT-009,25
54,2025-07-07,KIT-009,35
55,2025-07-14,KIT-009,29
56,2025-07-21,KIT-009,33
57,2025-07-28,KIT-009,37
58,2025-08-04,KIT-009,35
59,2025-08-11,KIT-009,32
60,2025-08-18,KIT-009,42
61,2025-08-25,KIT-009,36
62,2025-09-01,KIT-009,31
63,2025-09-08,KIT-009,37
64,2025-09-15,KIT-009,35
65,2025-09-22,KIT-009,29
66,2025-09-29,KIT-009,34
67,2025-10-06,KIT-009,33
68,2025-10-13,KIT-009,24
69,2025-10-20,KIT-009,34
70,2025-10-27,KIT-009,33
71,2025-11-03,KIT-009,33
72,2025-11-10,KIT-009,27
73,2025-11-17,KIT-009,33
74,2025-11-24,KIT-009,35
75,2025-12-01,KIT-009,36
76,2025-12-08,KIT-009,30
77,2025-12-15,KIT-009,39
78,2025-12-22,KIT-009,30
79,2025-12-29,KIT-009,35
80,2026-01-05,KIT-009,44
81,2026-01-12,KIT-009,33
82,2026-01-19,KIT-009,34
83,2026-01-26,KIT-009,43
84,2026-02-02,KIT-009,36
85,2026-02-09,KIT-009,36
86,2026-02-16,KIT-009,39
87,2026-02-23,KIT-009,44
88,2026-03-02,KIT-009,26
89,2026-03-09,KIT-009,34
90,2026-03-16,KIT-009,33
91,2026-03-23,KIT-009,33
92,2026-03-30,KIT-009,35
93,2026-04-06,KIT-009,35
94,2026-04-13,KIT-009,42
95,2026-04-20,KIT-009,35
96,2026-04-27,KIT-009,41
97,2026-05-04,KIT-009,43
98,2026-05-11,KIT-009,36
99,2026-05-18,KIT-009,42
100,2026-05-25,KIT-009,51
101,2026-06-01,KIT-009,43
102,2026-06-08,KIT-009,38
103,2026-06-15,KIT-009,41
104,2026-06-22,KIT-009,36
1,2024-07-01,KIT-010,109
2,2024-07-08,KIT-010,92
3,2024-07-15,KIT-010,98
4,2024-07-22,KIT-010,111
5,2024-07-29,KIT-010,95
6,2024-08-05,KIT-010,102
7,2024-08-12,KIT-010,89
8,2024-08-19,KIT-010,92
9,2024-08-26,KIT-010,95
10,2024-09-02,KIT-010,122
11,2024-09-09,KIT-010,96
12,2024-09-16,KIT-010,95
13,2024-09-23,KIT-010,94
14,2024-09-30,KIT-010,98
15,2024-10-07,KIT-010,107
16,2024-10-14,KIT-010,102
17,2024-10-21,KIT-010,121
18,2024-10-28,KIT-010,102
19,2024-11-04,KIT-010,115
20,2024-11-11,KIT-010,103
21,2024-11-18,KIT-010,106
22,2024-11-25,KIT-010,85
23,2024-12-02,KIT-010,99
24,2024-12-09,KIT-010,99
25,2024-12-16,KIT-010,98
26,2024-12-23,KIT-010,78
27,2024-12-30,KIT-010,109
28,2025-01-06,KIT-010,96
29,2025-01-13,KIT-010,96
30,2025-01-20,KIT-010,97
31,2025-01-27,KIT-010,98
32,2025-02-03,KIT-010,104
33,2025-02-10,KIT-010,87
34,2025-02-17,KIT-010,91
35,2025-02-24,KIT-010,103
36,2025-03-03,KIT-010,101
37,2025-03-10,KIT-010,96
38,2025-03-17,KIT-010,94
39,2025-03-24,KIT-010,92
40,2025-03-31,KIT-010,99
41,2025-04-07,KIT-010,112
42,2025-04-14,KIT-010,89
43,2025-04-21,KIT-010,115
44,2025-04-28,KIT-010,108
45,2025-05-05,KIT-010,95
46,2025-05-12,KIT-010,108
47,2025-05-19,KIT-010,85
48,2025-05-26,KIT-010,83
49,2025-06-02,KIT-010,87
50,2025-06-09,KIT-010,96
51,2025-06-16,KIT-010,97
52,2025-06-23,KIT-010,95
53,2025-06-30,KIT-010,101
54,2025-07-07,KIT-010,79
55,2025-07-14,KIT-010,105
56,2025-07-21,KIT-010,86
57,2025-07-28,KIT-010,93
58,2025-08-04,KIT-010,96
59,2025-08-11,KIT-010,88
60,2025-08-18,KIT-010,86
61,2025-08-25,KIT-010,90
62,2025-09-01,KIT-010,100
63,2025-09-08,KIT-010,106
64,2025-09-15,KIT-010,106
65,2025-09-22,KIT-010,90
66,2025-09-29,KIT-010,92
67,2025-10-06,KIT-010,91
68,2025-10-13,KIT-010,105
69,2025-10-20,KIT-010,79
70,2025-10-27,KIT-010,112
71,2025-11-03,KIT-010,95
72,2025-11-10,KIT-010,92
73,2025-11-17,KIT-010,103
74,2025-11-24,KIT-010,110
75,2025-12-01,KIT-010,103
76,2025-12-08,KIT-010,111
77,2025-12-15,KIT-010,101
78,2025-12-22,KIT-010,112
79,2025-12-29,KIT-010,113
80,2026-01-05,KIT-010,99
81,2026-01-12,KIT-010,114
82,2026-01-19,KIT-010,102
83,2026-01-26,KIT-010,101
84,2026-02-02,KIT-010,91
85,2026-02-09,KIT-010,97
86,2026-02-16,KIT-010,108
87,2026-02-23,KIT-010,87
88,2026-03-02,KIT-010,107
89,2026-03-09,KIT-010,104
90,2026-03-16,KIT-010,103
91,2026-03-23,KIT-010,78
92,2026-03-30,KIT-010,99
93,2026-04-06,KIT-010,107
94,2026-04-13,KIT-010,92
95,2026-04-20,KIT-010,101
96,2026-04-27,KIT-010,76
97,2026-05-04,KIT-010,107
98,2026-05-11,KIT-010,93
99,2026-05-18,KIT-010,109
100,2026-05-25,KIT-010,81
101,2026-06-01,KIT-010,107
102,2026-06-08,KIT-010,98
103,2026-06-15,KIT-010,108
104,2026-06-22,KIT-010,91
1,2024-07-01,BTH-001,159
2,2024-07-08,BTH-001,105
3,2024-07-15,BTH-001,108
4,2024-07-22,BTH-001,115
5,2024-07-29,BTH-001,102
6,2024-08-05,BTH-001,141
7,2024-08-12,BTH-001,150
8,2024-08-19,BTH-001,108
9,2024-08-26,BTH-001,90
10,2024-09-02,BTH-001,141
11,2024-09-09,BTH-001,139
12,2024-09-16,BTH-001,134
13,2024-09-23,BTH-001,140
14,2024-09-30,BTH-001,105
15,2024-10-07,BTH-001,117
16,2024-10-14,BTH-001,96
17,2024-10-21,BTH-001,95
18,2024-10-28,BTH-001,137
19,2024-11-04,BTH-001,108
20,2024-11-11,BTH-001,160
21,2024-11-18,BTH-001,121
22,2024-11-25,BTH-001,109
23,2024-12-02,BTH-001,134
24,2024-12-09,BTH-001,152
25,2024-12-16,BTH-001,129
26,2024-12-23,BTH-001,99
27,2024-12-30,BTH-001,127
28,2025-01-06,BTH-001,144
29,2025-01-13,BTH-001,111
30,2025-01-20,BTH-001,106
31,2025-01-27,BTH-001,138
32,2025-02-03,BTH-001,122
33,2025-02-10,BTH-001,101
34,2025-02-17,BTH-001,113
35,2025-02-24,BTH-001,107
36,2025-03-03,BTH-001,125
37,2025-03-10,BTH-001,122
38,2025-03-17,BTH-001,140
39,2025-03-24,BTH-001,132
40,2025-03-31,BTH-001,93
41,2025-04-07,BTH-001,127
42,2025-04-14,BTH-001,136
43,2025-04-21,BTH-001,128
44,2025-04-28,BTH-001,138
45,2025-05-05,BTH-001,110
46,2025-05-12,BTH-001,103
47,2025-05-19,BTH-001,136
48,2025-05-26,BTH-001,101
49,2025-06-02,BTH-001,82
50,2025-06-09,BTH-001,138
51,2025-06-16,BTH-001,107
52,2025-06-23,BTH-001,115
53,2025-06-30,BTH-001,95
54,2025-07-07,BTH-001,97
55,2025-07-14,BTH-001,100
56,2025-07-21,BTH-001,114
57,2025-07-28,BTH-001,127
58,2025-08-04,BTH-001,80
59,2025-08-11,BTH-001,133
60,2025-08-18,BTH-001,99
61,2025-08-25,BTH-001,101
62,2025-09-01,BTH-001,132
63,2025-09-08,BTH-001,119
64,2025-09-15,BTH-001,93
65,2025-09-22,BTH-001,152
66,2025-09-29,BTH-001,105
67,2025-10-06,BTH-001,124
68,2025-10-13,BTH-001,124
69,2025-10-20,BTH-001,145
70,2025-10-27,BTH-001,112
71,2025-11-03,BTH-001,138
72,2025-11-10,BTH-001,107
73,2025-11-17,BTH-001,140
74,2025-11-24,BTH-001,107
75,2025-12-01,BTH-001,114
76,2025-12-08,BTH-001,153
77,2025-12-15,BTH-001,126
78,2025-12-22,BTH-001,122
79,2025-12-29,BTH-001,159
80,2026-01-05,BTH-001,126
81,2026-01-12,BTH-001,106
82,2026-01-19,BTH-001,133
83,2026-01-26,BTH-001,99
84,2026-02-02,BTH-001,140
85,2026-02-09,BTH-001,141
86,2026-02-16,BTH-001,110
87,2026-02-23,BTH-001,109
88,2026-03-02,BTH-001,123
89,2026-03-09,BTH-001,120
90,2026-03-16,BTH-001,103
91,2026-03-23,BTH-001,130
92,2026-03-30,BTH-001,84
93,2026-04-06,BTH-001,112
94,2026-04-13,BTH-001,113
95,2026-04-20,BTH-001,115
96,2026-04-27,BTH-001,125
97,2026-05-04,BTH-001,98
98,2026-05-11,BTH-001,130
99,2026-05-18,BTH-001,117
100,2026-05-25,BTH-001,109
101,2026-06-01,BTH-001,96
102,2026-06-08,BTH-001,99
103,2026-06-15,BTH-001,126
104,2026-06-22,BTH-001,103
1,2024-07-01,BTH-002,166
2,2024-07-08,BTH-002,166
3,2024-07-15,BTH-002,173
4,2024-07-22,BTH-002,146
5,2024-07-29,BTH-002,134
6,2024-08-05,BTH-002,165
7,2024-08-12,BTH-002,155
8,2024-08-19,BTH-002,167
9,2024-08-26,BTH-002,150
10,2024-09-02,BTH-002,168
11,2024-09-09,BTH-002,163
12,2024-09-16,BTH-002,161
13,2024-09-23,BTH-002,158
14,2024-09-30,BTH-002,156
15,2024-10-07,BTH-002,154
16,2024-10-14,BTH-002,153
17,2024-10-21,BTH-002,165
18,2024-10-28,BTH-002,142
19,2024-11-04,BTH-002,176
20,2024-11-11,BTH-002,148
21,2024-11-18,BTH-002,165
22,2024-11-25,BTH-002,149
23,2024-12-02,BTH-002,146
24,2024-12-09,BTH-002,181
25,2024-12-16,BTH-002,145
26,2024-12-23,BTH-002,131
27,2024-12-30,BTH-002,139
28,2025-01-06,BTH-002,145
29,2025-01-13,BTH-002,182
30,2025-01-20,BTH-002,153
31,2025-01-27,BTH-002,164
32,2025-02-03,BTH-002,135
33,2025-02-10,BTH-002,155
34,2025-02-17,BTH-002,160
35,2025-02-24,BTH-002,177
36,2025-03-03,BTH-002,140
37,2025-03-10,BTH-002,159
38,2025-03-17,BTH-002,155
39,2025-03-24,BTH-002,135
40,2025-03-31,BTH-002,150
41,2025-04-07,BTH-002,146
42,2025-04-14,BTH-002,115
43,2025-04-21,BTH-002,159
44,2025-04-28,BTH-002,158
45,2025-05-05,BTH-002,143
46,2025-05-12,BTH-002,130
47,2025-05-19,BTH-002,172
48,2025-05-26,BTH-002,154
49,2025-06-02,BTH-002,165
50,2025-06-09,BTH-002,171
51,2025-06-16,BTH-002,142
52,2025-06-23,BTH-002,162
53,2025-06-30,BTH-002,146
54,2025-07-07,BTH-002,149
55,2025-07-14,BTH-002,149
56,2025-07-21,BTH-002,150
57,2025-07-28,BTH-002,167
58,2025-08-04,BTH-002,152
59,2025-08-11,BTH-002,148
60,2025-08-18,BTH-002,146
61,2025-08-25,BTH-002,155
62,2025-09-01,BTH-002,137
63,2025-09-08,BTH-002,142
64,2025-09-15,BTH-002,149
65,2025-09-22,BTH-002,141
66,2025-09-29,BTH-002,148
67,2025-10-06,BTH-002,141
68,2025-10-13,BTH-002,180
69,2025-10-20,BTH-002,170
70,2025-10-27,BTH-002,157
71,2025-11-03,BTH-002,149
72,2025-11-10,BTH-002,183
73,2025-11-17,BTH-002,155
74,2025-11-24,BTH-002,149
75,2025-12-01,BTH-002,155
76,2025-12-08,BTH-002,155
77,2025-12-15,BTH-002,171
78,2025-12-22,BTH-002,150
79,2025-12-29,BTH-002,182
80,2026-01-05,BTH-002,137
81,2026-01-12,BTH-002,160
82,2026-01-19,BTH-002,135
83,2026-01-26,BTH-002,177
84,2026-02-02,BTH-002,145
85,2026-02-09,BTH-002,149
86,2026-02-16,BTH-002,164
87,2026-02-23,BTH-002,169
88,2026-03-02,BTH-002,133
89,2026-03-09,BTH-002,145
90,2026-03-16,BTH-002,129
91,2026-03-23,BTH-002,152
92,2026-03-30,BTH-002,148
93,2026-04-06,BTH-002,145
94,2026-04-13,BTH-002,140
95,2026-04-20,BTH-002,144
96,2026-04-27,BTH-002,139
97,2026-05-04,BTH-002,158
98,2026-05-11,BTH-002,173
99,2026-05-18,BTH-002,121
100,2026-05-25,BTH-002,148
101,2026-06-01,BTH-002,144
102,2026-06-08,BTH-002,157
103,2026-06-15,BTH-002,136
104,2026-06-22,BTH-002,148
1,2024-07-01,BTH-003,61
2,2024-07-08,BTH-003,52
3,2024-07-15,BTH-003,48
4,2024-07-22,BTH-003,56
5,2024-07-29,BTH-003,46
6,2024-08-05,BTH-003,26
7,2024-08-12,BTH-003,59
8,2024-08-19,BTH-003,54
9,2024-08-26,BTH-003,48
10,2024-09-02,BTH-003,65
11,2024-09-09,BTH-003,69
12,2024-09-16,BTH-003,33
13,2024-09-23,BTH-003,38
14,2024-09-30,BTH-003,74
15,2024-10-07,BTH-003,72
16,2024-10-14,BTH-003,39
17,2024-10-21,BTH-003,32
18,2024-10-28,BTH-003,40
19,2024-11-04,BTH-003,42
20,2024-11-11,BTH-003,26
21,2024-11-18,BTH-003,50
22,2024-11-25,BTH-003,31
23,2024-12-02,BTH-003,32
24,2024-12-09,BTH-003,64
25,2024-12-16,BTH-003,40
26,2024-12-23,BTH-003,49
27,2024-12-30,BTH-003,60
28,2025-01-06,BTH-003,62
29,2025-01-13,BTH-003,45
30,2025-01-20,BTH-003,51
31,2025-01-27,BTH-003,37
32,2025-02-03,BTH-003,77
33,2025-02-10,BTH-003,60
34,2025-02-17,BTH-003,33
35,2025-02-24,BTH-003,50
36,2025-03-03,BTH-003,61
37,2025-03-10,BTH-003,57
38,2025-03-17,BTH-003,78
39,2025-03-24,BTH-003,71
40,2025-03-31,BTH-003,42
41,2025-04-07,BTH-003,49
42,2025-04-14,BTH-003,31
43,2025-04-21,BTH-003,54
44,2025-04-28,BTH-003,52
45,2025-05-05,BTH-003,91
46,2025-05-12,BTH-003,51
47,2025-05-19,BTH-003,18
48,2025-05-26,BTH-003,40
49,2025-06-02,BTH-003,52
50,2025-06-09,BTH-003,31
51,2025-06-16,BTH-003,37
52,2025-06-23,BTH-003,44
53,2025-06-30,BTH-003,55
54,2025-07-07,BTH-003,47
55,2025-07-14,BTH-003,36
56,2025-07-21,BTH-003,62
57,2025-07-28,BTH-003,42
58,2025-08-04,BTH-003,42
59,2025-08-11,BTH-003,29
60,2025-08-18,BTH-003,38
61,2025-08-25,BTH-003,60
62,2025-09-01,BTH-003,25
63,2025-09-08,BTH-003,49
64,2025-09-15,BTH-003,61
65,2025-09-22,BTH-003,44
66,2025-09-29,BTH-003,54
67,2025-10-06,BTH-003,33
68,2025-10-13,BTH-003,70
69,2025-10-20,BTH-003,67
70,2025-10-27,BTH-003,54
71,2025-11-03,BTH-003,23
72,2025-11-10,BTH-003,34
73,2025-11-17,BTH-003,65
74,2025-11-24,BTH-003,76
75,2025-12-01,BTH-003,55
76,2025-12-08,BTH-003,69
77,2025-12-15,BTH-003,41
78,2025-12-22,BTH-003,47
79,2025-12-29,BTH-003,50
80,2026-01-05,BTH-003,56
81,2026-01-12,BTH-003,27
82,2026-01-19,BTH-003,64
83,2026-01-26,BTH-003,70
84,2026-02-02,BTH-003,33
85,2026-02-09,BTH-003,29
86,2026-02-16,BTH-003,55
87,2026-02-23,BTH-003,40
88,2026-03-02,BTH-003,14
89,2026-03-09,BTH-003,62
90,2026-03-16,BTH-003,52
91,2026-03-23,BTH-003,43
92,2026-03-30,BTH-003,82
93,2026-04-06,BTH-003,52
94,2026-04-13,BTH-003,39
95,2026-04-20,BTH-003,52
96,2026-04-27,BTH-003,34
97,2026-05-04,BTH-003,38
98,2026-05-11,BTH-003,56
99,2026-05-18,BTH-003,42
100,2026-05-25,BTH-003,43
101,2026-06-01,BTH-003,75
102,2026-06-08,BTH-003,63
103,2026-06-15,BTH-003,62
104,2026-06-22,BTH-003,58
1,2024-07-01,BTH-004,58
2,2024-07-08,BTH-004,65
3,2024-07-15,BTH-004,53
4,2024-07-22,BTH-004,67
5,2024-07-29,BTH-004,46
6,2024-08-05,BTH-004,51
7,2024-08-12,BTH-004,42
8,2024-08-19,BTH-004,50
9,2024-08-26,BTH-004,56
10,2024-09-02,BTH-004,62
11,2024-09-09,BTH-004,47
12,2024-09-16,BTH-004,51
13,2024-09-23,BTH-004,48
14,2024-09-30,BTH-004,45
15,2024-10-07,BTH-004,42
16,2024-10-14,BTH-004,50
17,2024-10-21,BTH-004,38
18,2024-10-28,BTH-004,50
19,2024-11-04,BTH-004,49
20,2024-11-11,BTH-004,44
21,2024-11-18,BTH-004,42
22,2024-11-25,BTH-004,39
23,2024-12-02,BTH-004,61
24,2024-12-09,BTH-004,39
25,2024-12-16,BTH-004,58
26,2024-12-23,BTH-004,51
27,2024-12-30,BTH-004,45
28,2025-01-06,BTH-004,39
29,2025-01-13,BTH-004,53
30,2025-01-20,BTH-004,57
31,2025-01-27,BTH-004,40
32,2025-02-03,BTH-004,44
33,2025-02-10,BTH-004,52
34,2025-02-17,BTH-004,47
35,2025-02-24,BTH-004,57
36,2025-03-03,BTH-004,41
37,2025-03-10,BTH-004,48
38,2025-03-17,BTH-004,36
39,2025-03-24,BTH-004,56
40,2025-03-31,BTH-004,39
41,2025-04-07,BTH-004,30
42,2025-04-14,BTH-004,42
43,2025-04-21,BTH-004,42
44,2025-04-28,BTH-004,54
45,2025-05-05,BTH-004,40
46,2025-05-12,BTH-004,42
47,2025-05-19,BTH-004,45
48,2025-05-26,BTH-004,50
49,2025-06-02,BTH-004,41
50,2025-06-09,BTH-004,47
51,2025-06-16,BTH-004,43
52,2025-06-23,BTH-004,38
53,2025-06-30,BTH-004,40
54,2025-07-07,BTH-004,40
55,2025-07-14,BTH-004,34
56,2025-07-21,BTH-004,46
57,2025-07-28,BTH-004,31
58,2025-08-04,BTH-004,45
59,2025-08-11,BTH-004,43
60,2025-08-18,BTH-004,37
61,2025-08-25,BTH-004,34
62,2025-09-01,BTH-004,36
63,2025-09-08,BTH-004,40
64,2025-09-15,BTH-004,41
65,2025-09-22,BTH-004,38
66,2025-09-29,BTH-004,41
67,2025-10-06,BTH-004,33
68,2025-10-13,BTH-004,37
69,2025-10-20,BTH-004,28
70,2025-10-27,BTH-004,39
71,2025-11-03,BTH-004,36
72,2025-11-10,BTH-004,33
73,2025-11-17,BTH-004,40
74,2025-11-24,BTH-004,37
75,2025-12-01,BTH-004,21
76,2025-12-08,BTH-004,34
77,2025-12-15,BTH-004,27
78,2025-12-22,BTH-004,38
79,2025-12-29,BTH-004,44
80,2026-01-05,BTH-004,30
81,2026-01-12,BTH-004,33
82,2026-01-19,BTH-004,31
83,2026-01-26,BTH-004,33
84,2026-02-02,BTH-004,34
85,2026-02-09,BTH-004,37
86,2026-02-16,BTH-004,27
87,2026-02-23,BTH-004,37
88,2026-03-02,BTH-004,26
89,2026-03-09,BTH-004,31
90,2026-03-16,BTH-004,35
91,2026-03-23,BTH-004,32
92,2026-03-30,BTH-004,25
93,2026-04-06,BTH-004,26
94,2026-04-13,BTH-004,27
95,2026-04-20,BTH-004,28
96,2026-04-27,BTH-004,33
97,2026-05-04,BTH-004,23
98,2026-05-11,BTH-004,29
99,2026-05-18,BTH-004,30
100,2026-05-25,BTH-004,29
101,2026-06-01,BTH-004,29
102,2026-06-08,BTH-004,32
103,2026-06-15,BTH-004,28
104,2026-06-22,BTH-004,29
1,2024-07-01,BTH-005,31
2,2024-07-08,BTH-005,8
3,2024-07-15,BTH-005,28
4,2024-07-22,BTH-005,18
5,2024-07-29,BTH-005,18
6,2024-08-05,BTH-005,14
7,2024-08-12,BTH-005,8
8,2024-08-19,BTH-005,18
9,2024-08-26,BTH-005,16
10,2024-09-02,BTH-005,23
11,2024-09-09,BTH-005,11
12,2024-09-16,BTH-005,29
13,2024-09-23,BTH-005,22
14,2024-09-30,BTH-005,18
15,2024-10-07,BTH-005,16
16,2024-10-14,BTH-005,15
17,2024-10-21,BTH-005,13
18,2024-10-28,BTH-005,17
19,2024-11-04,BTH-005,20
20,2024-11-11,BTH-005,19
21,2024-11-18,BTH-005,11
22,2024-11-25,BTH-005,18
23,2024-12-02,BTH-005,14
24,2024-12-09,BTH-005,21
25,2024-12-16,BTH-005,31
26,2024-12-23,BTH-005,24
27,2024-12-30,BTH-005,18
28,2025-01-06,BTH-005,10
29,2025-01-13,BTH-005,11
30,2025-01-20,BTH-005,10
31,2025-01-27,BTH-005,24
32,2025-02-03,BTH-005,15
33,2025-02-10,BTH-005,20
34,2025-02-17,BTH-005,16
35,2025-02-24,BTH-005,21
36,2025-03-03,BTH-005,29
37,2025-03-10,BTH-005,16
38,2025-03-17,BTH-005,18
39,2025-03-24,BTH-005,15
40,2025-03-31,BTH-005,25
41,2025-04-07,BTH-005,14
42,2025-04-14,BTH-005,13
43,2025-04-21,BTH-005,11
44,2025-04-28,BTH-005,11
45,2025-05-05,BTH-005,23
46,2025-05-12,BTH-005,36
47,2025-05-19,BTH-005,14
48,2025-05-26,BTH-005,26
49,2025-06-02,BTH-005,22
50,2025-06-09,BTH-005,13
51,2025-06-16,BTH-005,18
52,2025-06-23,BTH-005,19
53,2025-06-30,BTH-005,16
54,2025-07-07,BTH-005,32
55,2025-07-14,BTH-005,8
56,2025-07-21,BTH-005,22
57,2025-07-28,BTH-005,22
58,2025-08-04,BTH-005,16
59,2025-08-11,BTH-005,21
60,2025-08-18,BTH-005,25
61,2025-08-25,BTH-005,21
62,2025-09-01,BTH-005,23
63,2025-09-08,BTH-005,24
64,2025-09-15,BTH-005,7
65,2025-09-22,BTH-005,29
66,2025-09-29,BTH-005,34
67,2025-10-06,BTH-005,26
68,2025-10-13,BTH-005,26
69,2025-10-20,BTH-005,11
70,2025-10-27,BTH-005,19
71,2025-11-03,BTH-005,15
72,2025-11-10,BTH-005,16
73,2025-11-17,BTH-005,26
74,2025-11-24,BTH-005,15
75,2025-12-01,BTH-005,19
76,2025-12-08,BTH-005,8
77,2025-12-15,BTH-005,19
78,2025-12-22,BTH-005,21
79,2025-12-29,BTH-005,16
80,2026-01-05,BTH-005,16
81,2026-01-12,BTH-005,32
82,2026-01-19,BTH-005,13
83,2026-01-26,BTH-005,14
84,2026-02-02,BTH-005,15
85,2026-02-09,BTH-005,27
86,2026-02-16,BTH-005,33
87,2026-02-23,BTH-005,22
88,2026-03-02,BTH-005,16
89,2026-03-09,BTH-005,17
90,2026-03-16,BTH-005,27
91,2026-03-23,BTH-005,14
92,2026-03-30,BTH-005,29
93,2026-04-06,BTH-005,29
94,2026-04-13,BTH-005,20
95,2026-04-20,BTH-005,24
96,2026-04-27,BTH-005,25
97,2026-05-04,BTH-005,30
98,2026-05-11,BTH-005,14
99,2026-05-18,BTH-005,27
100,2026-05-25,BTH-005,18
101,2026-06-01,BTH-005,15
102,2026-06-08,BTH-005,21
103,2026-06-15,BTH-005,19
104,2026-06-22,BTH-005,14
1,2024-07-01,BTH-006,32
2,2024-07-08,BTH-006,40
3,2024-07-15,BTH-006,42
4,2024-07-22,BTH-006,37
5,2024-07-29,BTH-006,39
6,2024-08-05,BTH-006,33
7,2024-08-12,BTH-006,35
8,2024-08-19,BTH-006,36
9,2024-08-26,BTH-006,31
10,2024-09-02,BTH-006,31
11,2024-09-09,BTH-006,35
12,2024-09-16,BTH-006,34
13,2024-09-23,BTH-006,31
14,2024-09-30,BTH-006,36
15,2024-10-07,BTH-006,34
16,2024-10-14,BTH-006,39
17,2024-10-21,BTH-006,35
18,2024-10-28,BTH-006,34
19,2024-11-04,BTH-006,35
20,2024-11-11,BTH-006,34
21,2024-11-18,BTH-006,33
22,2024-11-25,BTH-006,34
23,2024-12-02,BTH-006,38
24,2024-12-09,BTH-006,37
25,2024-12-16,BTH-006,40
26,2024-12-23,BTH-006,29
27,2024-12-30,BTH-006,34
28,2025-01-06,BTH-006,33
29,2025-01-13,BTH-006,36
30,2025-01-20,BTH-006,33
31,2025-01-27,BTH-006,33
32,2025-02-03,BTH-006,38
33,2025-02-10,BTH-006,36
34,2025-02-17,BTH-006,31
35,2025-02-24,BTH-006,40
36,2025-03-03,BTH-006,39
37,2025-03-10,BTH-006,33
38,2025-03-17,BTH-006,38
39,2025-03-24,BTH-006,32
40,2025-03-31,BTH-006,39
41,2025-04-07,BTH-006,34
42,2025-04-14,BTH-006,32
43,2025-04-21,BTH-006,34
44,2025-04-28,BTH-006,32
45,2025-05-05,BTH-006,36
46,2025-05-12,BTH-006,36
47,2025-05-19,BTH-006,35
48,2025-05-26,BTH-006,33
49,2025-06-02,BTH-006,22
50,2025-06-09,BTH-006,35
51,2025-06-16,BTH-006,28
52,2025-06-23,BTH-006,36
53,2025-06-30,BTH-006,39
54,2025-07-07,BTH-006,36
55,2025-07-14,BTH-006,34
56,2025-07-21,BTH-006,34
57,2025-07-28,BTH-006,35
58,2025-08-04,BTH-006,33
59,2025-08-11,BTH-006,33
60,2025-08-18,BTH-006,32
61,2025-08-25,BTH-006,39
62,2025-09-01,BTH-006,35
63,2025-09-08,BTH-006,39
64,2025-09-15,BTH-006,34
65,2025-09-22,BTH-006,35
66,2025-09-29,BTH-006,34
67,2025-10-06,BTH-006,37
68,2025-10-13,BTH-006,38
69,2025-10-20,BTH-006,36
70,2025-10-27,BTH-006,33
71,2025-11-03,BTH-006,32
72,2025-11-10,BTH-006,41
73,2025-11-17,BTH-006,34
74,2025-11-24,BTH-006,34
75,2025-12-01,BTH-006,40
76,2025-12-08,BTH-006,39
77,2025-12-15,BTH-006,37
78,2025-12-22,BTH-006,34
79,2025-12-29,BTH-006,44
80,2026-01-05,BTH-006,36
81,2026-01-12,BTH-006,37
82,2026-01-19,BTH-006,34
83,2026-01-26,BTH-006,30
84,2026-02-02,BTH-006,30
